key_size,key_generation_time,encrypt_time,sign_sha1_time,decrypt_time,verify_time
2374,302204,0,11212,5378,0
2424,511625,0,11292,5266,995
2424,2886903,5891,221844,20598,0
2424,315751,0,24482,0,0
2424,687526,0,45855,8443,0
2424,995606,0,16613,12551,0
2424,587126,0,20837,3377,987
2424,908076,0,1143,7480,0
2424,488047,0,5371,7193,0
2424,1081123,997,15787,5816,0
2424,2220991,0,15551,3265,0
2474,1479288,0,14617,5935,0
2474,445884,0,5739,43822,997
2474,700672,4706,17727,5255,0
2474,105422,997,609,9270,999
2474,441149,0,5690,9261,0
2474,774763,0,8306,7549,0
2474,223749,0,3929,7481,2582
2474,540775,0,11573,5576,0
2474,943580,0,5371,9504,1001
2474,1362441,0,6653,3053,996
2524,338587,0,6759,4890,0
2524,576378,0,17072,3167,0
2524,2439510,15064,83304,5006,998
2524,579545,998,18187,8512,0
2524,252450,0,11540,4943,0
2524,676830,2000,9700,10587,1002
2524,1731781,996,13494,6463,0
2524,584595,0,19760,5358,0
2524,3077544,0,27812,0,4409
2524,989785,998,16637,2072,2255
2574,3881699,0,12026,2992,0
2574,966016,1629,32260,0,0
2574,657416,423,2578,135508,0
2574,1534129,0,14994,3709,0
2574,1573634,1691,42217,11779,0
2574,2708983,3804,10859,10183,0
2574,851077,0,12703,3861,0
2574,237458,997,12167,0,0
2574,774007,998,51576,7789,0
2574,2557787,996,7673,3531,0
2624,63400,0,11105,4378,0
2624,150061,0,21525,11154,0
2624,717081,0,12087,3736,527
2624,450545,1112,9350,4240,0
2624,415007,2567,10341,3881,0
2624,489824,996,7615,3802,0
2624,564547,0,10665,9075,997
2624,1341698,0,9054,4181,0
2624,555698,0,0,10547,0
2624,557177,0,8048,7403,0
2674,471207,881,999,11247,997
2674,414842,0,8051,4967,0
2674,429781,0,6678,4088,0
2674,1648881,21034,20979,6970,0
2674,2293657,0,76213,34905,0
2674,697401,0,10496,7095,0
2674,93256,246,6866,0,0
2674,3491575,30535,43480,8287,995
2674,161269,1434,16090,1991,0
2674,1624449,2010,15717,5728,997
2724,2499724,0,12744,5796,0
2724,616709,0,17021,2999,0
2724,520456,0,10554,4119,0
2724,512324,0,15891,0,0
2724,315001,0,13364,2405,0
2724,174453,0,9745,3094,0
2724,810208,0,0,11858,0
2724,1046059,0,9865,3109,0
2724,370265,0,9641,2990,0
2724,1532435,0,16512,1903,0
2774,2190333,0,8792,4090,0
2774,346328,0,12936,2904,0
2774,2434482,997,8146,2805,996
2774,610734,0,12019,0,0
2774,741138,993,10024,2998,997
2774,811951,7502,12924,3931,0
2774,2887781,0,9899,1992,0
2774,4432539,1886,18703,4932,0
2774,633956,0,8580,0,0
2774,377061,7231,10740,0,0
2824,1008613,994,0,11618,0
2824,1754608,997,9974,3988,0
2824,1615611,0,13485,3049,0
2824,2029964,0,18188,7370,0
2824,2264046,841,18757,6454,0
2824,1619586,2992,28666,14554,0
2824,847650,543,17451,14884,0
2824,1376351,986,22378,13678,522
2824,5712250,999,16775,5225,0
2824,2736758,0,9960,0,0
2874,184604,0,3222,12218,0
2874,1935154,999,13225,184050,4512
2874,146679,0,19041,0,0
2874,288539,0,10042,1994,0
2874,292600,1382,4716,11402,0
2874,1134671,0,13185,5859,998
2874,3810832,0,14197,6909,1131
2874,652468,0,9924,1994,0
2874,599811,0,11967,4090,0
2874,2987222,998,11686,5200,0
2924,188721,995,7295,3966,0
2924,359035,996,8125,3452,0
2924,237286,0,8355,1002,0
2924,236874,0,8831,996,0
2924,957435,189,7562,0,0
2924,187942,995,7542,2918,1001
2924,198197,0,11092,0,0
2924,291319,5593,3156,8862,0
2924,266988,0,9060,3148,0
2924,707665,0,9221,2840,0
2974,2076812,0,2238,10018,0
2974,1078976,0,12393,4552,0
2974,211168,996,12785,6092,999
2974,579825,0,11837,6069,0
2974,582577,0,14303,3027,0
2974,3072173,0,11541,998,0
2974,429435,0,7381,6147,0
2974,542152,0,10365,4529,998
2974,1371149,997,9208,0,0
2974,589965,0,9022,0,0
3024,200049,0,14961,18847,0
3024,304171,0,8717,998,0
3024,831330,0,11932,4351,996
3024,1012545,1275,8781,0,0
3024,1297983,0,13466,3457,0
3024,511823,0,8121,3648,0
3024,977379,0,10378,3972,0
3024,866804,0,11581,3177,0
3024,1112034,2957,7680,0,0
3024,1326611,0,7758,5476,996
3074,723554,0,11225,0,0
3074,349164,0,2993,9081,0
3074,441216,0,12541,2431,0
3074,1956866,1013,3038,0,0
3074,248856,1071,5857,5120,0
3074,1029558,0,12593,6803,0
3074,450129,1000,19105,11568,0
3074,446240,996,9013,5073,0
3074,874921,7125,2990,8904,611
3074,692785,996,6785,11140,0
3124,337292,997,9337,2322,0
3124,340661,0,8351,3196,0
3124,388292,0,7155,5461,995
3124,1275009,976,11086,4322,1030
3124,5466546,1466,9156,15626,993
3124,1106838,998,25116,3842,0
3124,809294,0,10456,8585,4876
3124,1401607,0,10811,3241,0
3124,985377,995,13448,0,0
3124,449731,0,15179,4988,0
3174,283112,0,10348,3921,998
3174,1790854,3840,17081,10269,0
3174,1119106,998,15911,5053,0
3174,340957,0,10155,3809,0
3174,1923341,997,10581,4758,0
3174,1310535,997,0,10158,0
3174,2048946,0,10103,3069,0
3174,297112,0,11734,5077,0
3174,290850,0,9824,0,0
3174,621139,0,9472,0,0
3224,2139420,997,13765,2815,0
3224,204989,0,9246,0,0
3224,932582,0,98287,173366,11120
3224,1549262,997,9716,3431,0
3224,1706561,0,9085,2252,0
3224,709468,0,15263,4614,0
3224,109316,0,7907,4003,0
3224,612382,997,6167,8002,0
3224,637992,0,999,10557,0
3224,3588560,997,27163,8224,0
3274,2896288,984,138770,4981,0
3274,282432,1416,998,8715,999
3274,855484,0,8250,2226,999
3274,633323,0,32633,95290,1424
3274,647438,0,3282,9626,0
3274,559378,0,9231,1995,0
3274,200599,996,9050,4638,0
3274,1080951,0,9031,3144,0
3274,776200,0,21025,6089,0
3274,1590357,0,9860,991,0
3324,586950,1226,1993,8819,0
3324,189174,0,11030,0,0
3324,206604,0,24264,997,0
3324,332555,0,17746,5104,0
3324,358317,0,11277,3366,0
3324,790412,0,7450,4138,0
3324,679529,0,22869,4779,1401
3324,2910890,0,9441,4456,0
3324,776411,524,3012,0,7038
3324,574376,0,8365,3597,0
3374,347992,0,0,10374,311
3374,673999,0,5670,7163,527
3374,512341,0,11401,0,0
3374,571903,999,9604,5035,0
3374,317687,1379,11078,0,0
3374,412205,0,7698,0,0
3374,771891,7078,5874,5919,0
3374,448068,0,0,11142,0
3374,1347851,0,996,13053,0
3374,723790,999,16170,3502,0
3424,901057,0,8852,0,7180
3424,218720,0,5671,7127,482
3424,998620,0,13421,2026,0
3424,3490270,1992,19520,11508,2645
3424,391847,997,10130,4002,0
3424,1169014,997,13642,3249,0
3424,2271791,0,8064,9967,0
3424,941963,0,16061,1995,0
3424,2207949,815,12240,1994,0
3424,1259903,367,2028,8971,1000
3474,1040006,0,9394,4972,0
3474,355612,0,10154,6538,0
3474,801011,0,12191,0,0
3474,928784,0,8199,2579,0
3474,173497,0,3782,8023,0
3474,1222559,0,9456,2375,0
3474,824477,0,14557,0,0
3474,706418,0,7589,4114,358
3474,880601,0,7302,3941,0
3474,195100,997,0,10629,0
3524,483826,0,8581,3189,0
3524,194754,0,9144,0,0
3524,843717,0,10620,2043,0
3524,225911,0,12389,2024,0
3524,3324590,0,0,10037,0
3524,800426,0,8115,6778,0
3524,1293247,0,10706,0,0
3524,639313,0,9549,0,0
3524,530328,0,8382,0,0
3524,149804,0,13210,997,0
3574,155717,0,10510,0,0
3574,171659,5570,3352,8922,0
3574,179997,0,9794,0,0
3574,359189,0,9884,5585,0
3574,283533,0,10948,0,5511
3574,292530,0,997,9681,0
3574,276673,0,20694,10106,0
3574,918627,0,7094,3995,0
3574,417000,0,0,10560,0
3574,220453,0,9861,3954,0
3624,832383,8010,7923,4053,0
3624,299578,0,10340,3041,0
3624,699717,0,4403,8761,0
3624,549265,1065,7999,0,0
3624,341279,0,8954,3311,0
3624,2104517,0,8856,4024,0
3624,1028064,0,9043,5473,0
3624,564703,0,10740,2895,0
3624,209378,0,10223,3415,0
3624,813003,0,10781,7252,0
3674,231816,0,11620,3436,0
3674,2560963,0,10354,2384,0
3674,576204,0,8643,4162,0
3674,396818,0,10878,1412,0
3674,780423,0,8164,997,0
3674,1059107,0,11307,5754,0
3674,789937,0,11493,1137,0
3674,579451,0,8874,3676,0
3674,1564681,996,11269,4986,997
3674,202484,0,11993,2343,1141
3724,353449,996,7758,2274,0
3724,1122594,996,17358,4577,0
3724,797230,0,9215,2096,0
3724,787772,996,0,10137,0
3724,1235689,951,3381,10770,0
3724,128312,0,9968,0,0
3724,563945,0,16298,4470,0
3724,1655474,0,13776,5017,0
3724,210882,0,8883,4702,0
3724,435458,0,7966,4877,0
3774,384496,0,0,9926,0
3774,302555,0,6901,6637,0
3774,82393,0,6757,0,0
3774,550907,0,10131,4310,0
3774,485538,0,12112,2460,0
3774,505547,3360,5441,0,0
3774,682564,4593,2048,0,0
3774,336797,0,5004,0,0
3774,812161,6082,10394,6474,0
3774,255920,0,12948,0,0
3824,1768277,0,7809,4986,0
3824,192848,0,6284,4794,0
3824,1288985,0,9986,0,0
3824,571092,0,13839,2694,0
3824,322512,0,9201,0,0
3824,217304,419,1992,10516,0
3824,250812,0,9838,4673,0
3824,812270,0,12701,0,0
3824,758316,0,11920,0,0
3824,122399,0,14741,3250,0
3874,1333755,37280,126321,160162,5536
3874,822921,1763,17424,5497,0
3874,852867,0,11299,4006,0
3874,1615378,0,6309,0,0
3874,818727,1144,10160,6455,0
3874,830618,0,997,10062,0
3874,167354,997,6593,3939,0
3874,750884,537,8255,3067,715
3874,466670,0,15382,4661,0
3874,762928,0,7038,2401,0
3924,1315201,0,8168,2106,0
3924,1031920,0,15185,3990,0
3924,570610,0,133723,9407,0
3924,116476,0,7666,7961,0
3924,101153,0,9872,5272,0
3924,1553729,0,12978,3180,0
3924,1732873,0,13910,3898,1295
3924,663248,0,12309,5342,993
3924,1130939,0,0,13358,995
3924,155704,0,10049,0,0
3974,1813950,899,10571,2600,0
3974,580875,0,7592,3138,0
3974,1330663,0,8607,7663,0
3974,222478,0,7839,4999,0
3974,184981,0,8047,4842,0
3974,1988255,0,11977,0,0
3974,1731869,0,8763,3044,0
3974,708225,0,13870,4873,0
3974,2869011,0,12721,0,0
3974,1758259,0,9937,7057,0
4024,231958,0,12908,0,0
4024,686102,0,15449,2155,0
4024,860406,0,33485,4202,522
4024,1577294,995,4023,9404,0
4024,898303,997,9790,6093,0
4024,448297,0,10019,0,0
4024,1262659,0,10315,0,0
4024,2574867,0,11912,2992,0
4024,1802221,1995,21579,13399,939
4024,2863626,0,3420,14005,0
4074,1184034,996,12962,0,0
4074,400345,4606,3028,9035,0
4074,766018,997,4025,12623,0
4074,336315,0,16500,3988,0
4074,1478581,1653,71342,49429,0
4074,119622,0,8916,3546,0
4074,735915,0,31424,0,0
4074,1142866,0,6186,0,0
4074,1029513,963,6831,3531,0
4074,1041090,0,7117,4043,0
4124,549682,0,72598,10547,0
4124,1466142,0,10879,3318,998
4124,434055,0,12314,8141,0
4124,202153,1426,3607,7376,725
4124,939258,0,9039,2839,0
4124,1413508,997,18772,8592,995
4124,408262,999,16276,9290,1006
4124,2063820,0,9848,2434,1589
4124,523509,0,10795,2638,0
4124,264629,998,7477,12497,0
4174,1960698,0,13174,2991,1083
4174,540152,0,10795,0,0
4174,159058,2209,5787,6591,998
4174,240236,0,20333,4321,0
4174,719239,0,13072,3424,0
4174,251106,0,2026,10013,974
4174,1205582,0,8002,4102,0
4174,1868990,0,12306,0,0
4174,251077,996,0,14541,0
4174,234419,0,0,12541,0
4224,474208,0,68906,67192,0
4224,2841609,1038,4729,8567,1001
4224,446338,0,9524,2412,0
4224,1014125,0,10018,3130,1981
4224,2016466,996,7356,6032,0
4224,784988,0,9917,6350,0
4224,373761,0,12786,3655,0
4224,1573579,1155,21833,7227,0
4224,851340,997,7514,4845,0
4224,1396691,996,9027,997,0
4274,200946,0,10910,2485,0
4274,517539,0,11237,0,0
4274,618741,0,0,10863,0
4274,1020930,0,6289,5758,0
4274,452153,5901,3025,8134,0
4274,458442,962,0,10336,995
4274,1746741,0,12402,3989,998
4274,1701767,996,7910,2565,0
4274,307921,0,3390,9443,0
4274,198345,0,10718,2586,0
4324,802735,0,9169,6382,0
4324,493426,0,8042,4505,1060
4324,150125,0,8886,1368,0
4324,499538,0,8505,11103,0
4324,195930,0,7850,4020,0
4324,350795,0,7107,6610,0
4324,2972170,0,8280,5441,0
4324,227790,998,6429,0,0
4324,659161,0,9844,0,0
4324,328398,0,6513,5554,0
4374,2564557,4238,17080,4366,0
4374,989928,0,13448,4987,0
4374,831925,0,11042,5818,0
4374,553425,995,19620,5423,2226
4374,2552669,0,10122,3351,0
4374,2241261,998,35281,7619,0
4374,1048587,4035,4736,10228,0
4374,398328,0,14414,3603,0
4374,323688,0,11145,4132,0
4374,401861,0,13053,4578,0
4424,1564840,0,12163,2955,0
4424,1631098,1496,10609,5178,1002
4424,2450887,345,8540,42347,82878
4424,1213174,162,7441,2908,1102
4424,555904,0,9468,3139,0
4424,1030466,520,8924,3451,0
4424,479658,0,8224,3246,0
4424,1906481,523,7130,2649,0
4424,360327,171,7963,2855,0
4424,571966,0,18762,3966,0
4474,337828,0,9001,3355,0
4474,179737,0,7801,3168,0
4474,1623107,1049,7332,3637,0
4474,788012,0,6921,3495,0
4474,462846,0,7164,2284,0
4474,646110,0,7134,2344,0
4474,102066,1034,8138,3459,0
4474,1445375,0,9139,2577,0
4474,320373,1429,8924,3792,0
4474,391668,1180,7304,3899,0
4524,881822,0,12542,5732,0
4524,2977049,974,15620,4459,0
4524,324299,996,13296,4254,0
4524,2741888,0,22765,7600,529
4524,1559154,0,10857,3536,0
4524,180575,0,12997,2526,997
4524,459384,0,11355,6301,1146
4524,216061,1183,9363,5126,73
4524,1701147,430,8180,3014,0
4524,143197,0,10651,3098,0
4574,1113661,420,6973,2629,0
4574,1817267,0,8149,4785,0
4574,1348469,1116,6935,2280,0
4574,930831,997,8042,3640,0
4574,286871,0,9305,3732,0
4574,880253,0,7031,2991,0
4574,347084,0,9357,2757,0
4574,887227,0,10298,4705,0
4574,897539,0,8444,2715,0
4574,359249,0,7083,4865,0
4624,1517843,79,7116,2248,0
4624,192890,0,7552,90158,947
4624,1661310,0,10187,6048,0
4624,1247837,378,7439,3303,0
4624,725284,0,9145,3556,0
4624,885391,406,6958,2569,0
4624,3165711,1007,7350,3401,0
4624,78794,0,9220,2883,0
4624,688197,0,8523,3474,0
4624,470069,996,7867,3996,0
4674,290258,395,7738,4141,0
4674,250709,419,9264,3440,0
4674,2409266,0,12945,4117,0
4674,1008710,412,10733,4775,0
4674,3267033,997,7550,3149,0
4674,687640,786,9199,3463,587
4674,217971,0,9639,2992,997
4674,692604,1536,7923,2046,1000
4674,773686,0,7366,2710,0
4674,1372170,1235,11183,4850,0
4724,239602,0,8061,3766,0
4724,3080237,375,7056,2409,0
4724,1758763,1151,24303,9669,0
4724,763082,427,7601,3054,0
4724,411974,0,10481,4586,0
4724,860396,715,16992,12160,0
4724,1144922,0,9421,5225,0
4724,166423,997,10816,4350,0
4724,989876,0,7629,3826,0
4724,117086,0,8223,3252,1073
4774,849143,549,6894,4090,0
4774,391934,0,9795,3230,0
4774,1654878,5333,17350,5851,0
4774,203572,10099,63942,6470,0
4774,342027,996,7825,2604,0
4774,282038,0,8289,3773,0
4774,692377,305,7073,2971,0
4774,860272,0,9976,4613,0
4774,635506,2023,9946,3685,0
4774,1208507,0,10538,3001,0
4824,654746,0,8059,3357,595
4824,494229,264,137935,7969,0
4824,359980,0,25873,3748,0
4824,366780,0,7445,3692,0
4824,678782,1054,13989,5064,997
4824,371186,0,7641,2245,1646
4824,304366,0,7461,3618,0
4824,1479295,0,8882,3058,0
4824,73916,1559,7707,2635,0
4824,241622,0,7675,3645,272
4874,1111026,1434,12931,3009,995
4874,684543,1291,9669,6057,0
4874,855998,1733,15288,4030,998
4874,2535863,1047,14905,5949,0
4874,1049012,0,11816,6140,0
4874,1245438,1197,8454,5137,998
4874,454674,0,8869,7732,997
4874,378092,998,9801,5255,999
4874,787395,997,8898,4456,1400
4874,202134,0,10930,3503,0
4924,466736,0,6775,4975,0
4924,554847,0,7976,4223,0
4924,649638,0,7820,2769,0
4924,592982,0,9662,2955,0
4924,354918,996,7363,2049,0
4924,763337,0,7463,2122,0
4924,4765855,0,50034,3895,0
4924,1614186,0,16062,2939,0
4924,916029,1180,14298,4218,0
4924,4221379,0,10244,2990,0
4974,699531,0,8819,6472,0
4974,306757,2794,11009,14219,0
4974,1413779,0,7178,2508,0
4974,805553,1340,8895,7163,997
4974,164877,0,150127,34590,995
4974,515377,0,9319,0,0
4974,1582180,0,91475,12817,991
4974,283571,3568,8887,999,0
4974,777486,0,12054,4502,998
4974,1271058,0,18872,0,0
